Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Payment_Option,Delivery_Term,City
Apartment,4300000,3,3,178,No,2,Cash or Installment,Finished,Sheikh Zayed
Studio,285000,1,1,55,No,12,Cash or Installment,Finished,Madinaty
Apartment,4750000,3,2,130,Unknown,1,Cash or Installment,Finished,Sheikh Zayed
Apartment,6800000,3,3,180,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,2507000,2,1,120,No,2,Cash or Installment,Semi Finished,Mostakbal City
Apartment,8413000,2,2,143,No,2,Cash or Installment,Core & Shell,Zed East
Apartment,440000,3,2,181,No,12,Cash or Installment,Unknown ,Tag Sultan
Apartment,2150000,3,3,200,Unknown,12,Cash,Finished,Garden Hills
Apartment,2152500,2,2,125,No,3,Cash,Semi Finished,Green Square
Apartment,1100000,3,3,160,No,3,Cash,Finished,Nakheel
Apartment,1075000,3,2,145,Unknown,5,Cash,Finished,Hadayek al-Ahram
Apartment,5000000,3,3,173,No,2,Cash or Installment,Core & Shell,6th of October
Apartment,430000,2,1,160,No,4,Cash,Not Finished,Faisal
Apartment,3650000,3,3,175,Unknown,2,Unknown,Semi Finished,Mountain View iCity
Apartment,3500000,3,2,200,No,4,Cash,Finished,New Cairo - El Tagamoa
Penthouse,4300000,2,2,137,No,4,Cash,Finished,El Karma
Apartment,1628000,2,2,110,No,2,Cash or Installment,Semi Finished,Sarayat El Kattameya
Apartment,750000,3,3,170,Unknown,2,Cash or Installment,Finished,EL Patio 5
Apartment,4500000,3,2,186,No,2,Cash,Finished,6th of October
Apartment,2650000,3,2,170,No,7,Cash,Finished,Saba Pasha
Apartment,370000,3,2,155,Unknown,3,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,1450000,3,2,200,No,3,Installment,Core & Shell,Obour City
Apartment,4587000,3,3,159,No,10,Cash,Finished,Smoha
Duplex,6050000,3,3,272,No,12,Installment,Semi Finished,ABHA
Apartment,2100000,3,2,180,No,12,Cash,Unknown ,6th of October
Apartment,290000,3,3,148,No,3,Cash or Installment,Finished,O West
Apartment,2100000,3,3,175,No,5,Installment,Semi Finished,6th of October
Apartment,360000,3,1,130,No,3,Cash,Finished,Agami
Apartment,2300000,3,2,143,No,3,Installment,Finished,Madinaty
Apartment,5050000,2,2,157,No,1,Installment,Semi Finished,October Plaza Sodic
Apartment,3000000,3,2,155,No,8,Cash,Finished,Roushdy
Apartment,2441500,4,3,223,No,1,Cash or Installment,Semi Finished,6th of October
Apartment,1350000,4,2,324,No,2,Cash,Finished,Nakheel
Apartment,490000,3,1,120,No,2,Cash or Installment,Finished,Nakheel
Apartment,800000,3,3,216,No,2,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,500000,3,1,115,Unknown,13,Unknown,Unknown ,New Cairo - El Tagamoa
Apartment,4710000,3,1,156,No,12,Cash or Installment,Semi Finished,The Brooks
Apartment,55000,3,2,154,Unknown,4,Cash or Installment,Semi Finished,6th of October
Apartment,1800000,3,2,122,Unknown,2,Cash,Finished,Al Maqsad
Apartment,5990323,3,3,259,No,12,Cash or Installment,Semi Finished,The Loft
Apartment,4000000,3,3,220,No,8,Cash,Finished,Mohandessin
Apartment,7199000,4,3,167,No,12,Installment,Semi Finished,Palm Hills New Cairo
Apartment,4850000,3,3,155,No,12,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,1475000,3,3,190,No,4,Cash,Unknown ,Shorouk City
Apartment,3100000,3,2,103,No,3,Cash,Finished,Madinaty
Apartment,7500000,3,3,210,Unknown,1,Unknown,Finished,Sodic Westown
Apartment,6000000,3,3,190,Unknown,3,Installment,Unknown ,Smoha
Apartment,2550000,3,3,184,No,1,Cash,Core & Shell,Sheikh Zayed
Apartment,2250000,2,2,130,No,9,Cash,Finished,Smoha
Apartment,2900000,1,1,77,No,2,Cash or Installment,Semi Finished,O West
Apartment,3300000,3,2,150,No,1,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,955000,3,2,131,No,2,Installment,Finished,Rehab City
Apartment,1115000,3,1,143,No,2,Cash or Installment,Semi Finished,Shorouk City
Apartment,9000000,3,3,318,Unknown,10,Cash,Unknown ,Laurent
Apartment,2687500,3,3,210,No,5,Cash or Installment,Core & Shell,6th of October
Apartment,1900000,3,2,195,No,8,Cash,Finished,Mohandessin
Apartment,643000,3,2,115,No,1,Installment,Finished,Madinaty
Apartment,700000,2,1,90,No,2,Cash,Finished,Mandara
Apartment,3250000,3,2,250,Unknown,2,Cash,Finished,Shorouk City
Apartment,3500000,2,2,143,No,8,Cash,Finished,Roushdy
Apartment,1675000,3,3,186,No,12,Cash or Installment,Core & Shell,Sheikh Zayed
Apartment,870000,3,2,172,No,12,Cash or Installment,Finished,New Cairo - El Tagamoa
Duplex,1970560,3,2,163,No,3,Installment,Semi Finished,Shorouk City
Apartment,4123617,3,3,202,No,12,Installment,Semi Finished,Rock Eden
Apartment,300000,2,1,70,No,2,Cash,Finished,Sidi Beshr
Duplex,2700000,3,3,230,No,12,Cash,Finished,Arabella Village
Apartment,2730000,3,2,210,No,12,Cash or Installment,Semi Finished,El Karma
Apartment,4357875,4,5,255,No,4,Installment,Not Finished,Palm Hills New Cairo
Duplex,4200000,4,4,380,No,12,Cash,Finished,Sheikh Zayed
Apartment,1050000,3,1,125,No,5,Cash,Finished,Haram
Apartment,1800000,3,2,154,No,3,Installment,Finished,Madinaty
Penthouse,6070000,4,4,220,Unknown,4,Unknown,Unknown ,Stone Residence
Apartment,2507000,2,2,120,No,2,Cash or Installment,Semi Finished,Mostakbal City
Apartment,4000000,3,3,200,Unknown,5,Cash,Unknown ,Palm Hills New Cairo
Apartment,390000,2,1,85,Unknown,6,Cash,Finished,Nakheel
Apartment,600000,2,2,96,Unknown,12,Cash or Installment,Finished,Madinaty
Apartment,900000,2,2,133,No,12,Cash or Installment,Finished,Badya Palm Hills
Apartment,5100000,2,2,108,No,1,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1224000,3,1,144,Unknown,1,Installment,Semi Finished,Seyouf
Apartment,4300000,3,4,202,No,2,Cash,Semi Finished,Capital Gardens
Apartment,380000,3,3,165,No,2,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,6500000,4,3,229,No,1,Cash,Finished,Zamalek
Apartment,4014000,3,3,168,No,1,Cash or Installment,Core & Shell,Bloomfields
Apartment,4150000,3,3,176,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,1400000,3,1,165,No,5,Cash,Finished,Helwan
Apartment,4500000,5,4,280,No,12,Cash,Finished,New Cairo - El Tagamoa
Apartment,3000000,3,2,150,No,11,Cash,Finished,Sporting
Duplex,8700000,3,3,350,No,10,Cash,Finished,Smoha
Studio,5250000,1,2,116,No,12,Unknown,Finished,New Giza
Apartment,1000000,2,2,84,No,12,Cash or Installment,Finished,Madinaty
Apartment,3100000,3,3,227,No,5,Cash,Finished,Glim
Apartment,4000000,3,2,125,No,1,Installment,Finished,Kayan
Apartment,11000000,3,3,200,Unknown,12,Cash or Installment,Finished,Zed East
Apartment,400000,3,2,150,Unknown,2,Unknown,Unknown ,Sun Capital
Apartment,390000,2,1,110,Unknown,1,Cash,Finished,Nakheel
Apartment,2150000,3,3,211,No,1,Cash or Installment,Semi Finished,6th of October
Apartment,3200000,3,2,135,No,2,Cash,Finished,Madinaty
Apartment,2900000,3,2,122,No,2,Cash,Finished,Sheikh Zayed
Apartment,400000,3,3,189,No,3,Cash or Installment,Finished,New Capital City
Apartment,368000,3,2,142,Unknown,2,Cash or Installment,Unknown ,Sun Capital
Apartment,5000000,3,2,154,No,3,Cash or Installment,Unknown ,6th of October
Apartment,900000,2,1,120,No,7,Cash,Finished,Agami
Apartment,1500000,3,3,188,Unknown,12,Cash or Installment,Unknown ,Palm Hills New Cairo
Apartment,7000000,3,4,236,No,1,Cash,Unknown ,Sheikh Zayed
Apartment,8145711,3,3,170,Unknown,2,Installment,Semi Finished,Haptown
Apartment,3200000,3,2,140,No,4,Cash,Finished,New Cairo - El Tagamoa
Apartment,4114000,2,2,114,No,2,Installment,Semi Finished,Badya Palm Hills
Apartment,320000,3,2,148,Unknown,2,Cash or Installment,Unknown ,6th of October
Apartment,850000,3,3,189,Unknown,3,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,265000,3,2,106,No,3,Cash,Finished,Madinaty
Apartment,1750000,2,1,100,No,8,Cash,Finished,Azarita
Apartment,5000000,3,3,172,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,2839375,3,2,147,No,1,Cash or Installment,Semi Finished,New Capital City
Apartment,470000,3,2,120,No,6,Cash,Finished,Nakheel
Apartment,3297000,3,3,177,No,4,Cash or Installment,Finished,Kenz
Apartment,1984000,2,1,119,No,3,Cash or Installment,Semi Finished,6th of October
Apartment,3500000,2,1,105,No,12,Cash,Finished,Rehab City
Apartment,4020000,3,2,195,No,2,Cash or Installment,Not Finished,Galleria Moon Valley
Apartment,585000,2,1,60,Yes,6,Cash,Finished,Sidi Beshr
Duplex,500000,3,3,270,No,12,Cash or Installment,Semi Finished,New Heliopolis
Apartment,330000,2,1,110,No,3,Cash,Finished,Nakheel
Apartment,8100000,3,3,164,Unknown,12,Installment,Finished,Village West
Apartment,4320280,3,2,124,No,1,Installment,Finished,Kayan
Apartment,6500000,3,3,165,No,2,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,3600000,3,3,188,No,3,Cash,Finished,Smoha
Apartment,9450000,3,3,221,Unknown,4,Unknown,Finished,Uptown Cairo
Duplex,3500000,5,2,340,No,7,Cash,Unknown ,Mokattam
Apartment,580000,3,2,164,No,2,Cash or Installment,Not Finished,Sun Capital
Apartment,585000,3,3,190,No,1,Cash or Installment,Core & Shell,Sun Capital
Apartment,2190000,2,1,80,No,3,Cash or Installment,Finished,Eco West
Apartment,3500000,3,3,183,No,12,Installment,Finished,Madinaty
Apartment,3150000,3,3,210,No,1,Installment,Core & Shell,New Cairo - El Tagamoa
Apartment,4600000,4,2,250,No,6,Cash,Finished,Glim
Apartment,1400000,3,3,233,No,6,Cash,Finished,Hadayek al-Ahram
Apartment,609180,2,1,78,No,2,Cash or Installment,Finished,Madinaty
Penthouse,3100000,5,3,200,No,5,Installment,Semi Finished,El Khamayel
Apartment,550000,3,1,120,No,11,Cash,Finished,Agami
Apartment,280000,2,1,100,No,4,Cash or Installment,Finished,Nakheel
Apartment,410000,2,1,120,Unknown,5,Cash,Finished,Nakheel
Apartment,800000,2,2,120,Unknown,2,Cash or Installment,Finished,Sheikh Zayed
Apartment,3500000,3,2,245,No,3,Cash,Finished,Glim
Apartment,2350000,3,3,240,Unknown,1,Cash,Semi Finished,Shorouk City
Apartment,3800000,3,2,180,No,2,Cash,Finished,Sheikh Zayed
Apartment,1680000,3,3,140,Unknown,2,Cash or Installment,Finished,Kayan
Apartment,2500000,3,3,223,No,1,Cash,Not Finished,L’Avenir
Apartment,1300000,3,2,165,No,1,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,270000,2,1,85,Unknown,1,Cash,Finished,Nakheel
Duplex,1800000,3,2,270,No,1,Cash,Semi Finished,Sheikh Zayed
Apartment,1050000,3,2,116,No,4,Cash,Finished,Madinaty
Apartment,3350000,3,2,135,No,1,Cash,Finished,Madinaty
Apartment,590000,3,2,192,No,2,Cash or Installment,Not Finished,Sun Capital
Penthouse,5850000,2,3,164,No,12,Cash,Finished,Mountain View Hyde Park
Apartment,7720000,3,3,195,No,2,Cash or Installment,Not Finished,Galleria Moon Valley
Apartment,6306000,2,2,127,No,2,Installment,Finished,Zed East
Apartment,2800000,3,3,217,Unknown,2,Installment,Semi Finished,6th of October
Apartment,1870000,3,3,155,No,12,Installment,Finished,Rehab City
Apartment,1500000,3,3,215,No,12,Cash or Installment,Finished,Fifth Square
Apartment,3132000,3,3,232,No,1,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,5915825,3,2,150,No,2,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,4300000,2,2,108,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1900000,3,2,200,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,610000,2,1,75,Unknown,11,Cash,Finished,Sidi Beshr
Apartment,3999999,3,3,200,No,4,Cash,Finished,Madinaty
Apartment,6500000,3,3,195,Unknown,1,Installment,Unknown ,Galleria Moon Valley
Apartment,8080000,3,3,152,No,2,Installment,Not Finished,Sheikh Zayed
Duplex,950000,4,4,281,Unknown,5,Cash or Installment,Semi Finished,Taj City
Apartment,5800000,3,2,165,Yes,5,Cash,Finished,Hexa
Apartment,1350000,3,1,140,No,12,Cash,Semi Finished,Shorouk City
Apartment,2200000,3,2,160,No,2,Unknown,Finished,6th of October
Apartment,900000,3,2,172,No,4,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,850000,2,1,110,No,5,Cash,Finished,Miami
Apartment,320000,2,1,72,No,1,Cash,Finished,Haram City
Apartment,615000,3,2,185,No,2,Cash or Installment,Not Finished,Sephora Heights
Duplex,10500000,4,3,280,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,8900000,3,3,153,Unknown,12,Unknown,Unknown ,Sheikh Zayed
Apartment,6952000,3,2,165,No,12,Installment,Finished,Trio Gardens
Apartment,4200000,3,3,155,No,4,Cash or Installment,Semi Finished,Taj City
Apartment,1618000,1,1,75,No,2,Cash or Installment,Semi Finished,Taj City
Apartment,450000,2,1,78,No,5,Installment,Finished,Madinaty
Apartment,2900000,3,2,175,Unknown,3,Cash,Finished,Sheikh Zayed
Apartment,1200000,3,2,224,Unknown,12,Cash or Installment,Unknown ,IL Bosco
Apartment,570000,2,1,110,No,7,Cash or Installment,Finished,Nakheel
Duplex,750000,4,3,300,No,5,Cash or Installment,Finished,Nakheel
Duplex,1920000,3,3,292,No,12,Installment,Semi Finished,Shorouk City
Apartment,450000,3,1,130,No,12,Cash,Finished,Nakheel
Apartment,1100000,2,1,100,No,10,Cash,Finished,Sidi Beshr
Apartment,1700000,3,3,185,No,3,Cash,Semi Finished,Maadi
Apartment,700000,3,3,144,Unknown,1,Cash or Installment,Unknown ,Stone Residence
Apartment,4900000,2,2,136,Unknown,3,Installment,Finished,New Cairo - El Tagamoa
Apartment,4853000,2,3,151,No,2,Cash or Installment,Core & Shell,New Cairo - El Tagamoa
Studio,1665000,1,1,68,Unknown,11,Unknown,Semi Finished,Kenz
Apartment,6500000,3,2,198,No,5,Cash,Finished,New Cairo - El Tagamoa
Duplex,11000000,3,3,200,Unknown,3,Unknown,Unknown ,Sheikh Zayed
Apartment,2800000,3,2,122,No,3,Cash,Finished,Sheikh Zayed
Penthouse,9322876,3,3,266,No,13,Installment,Semi Finished,Taj City
Apartment,2000000,3,3,194,No,3,Cash,Semi Finished,Ashgar City
Apartment,6415000,3,3,149,No,4,Installment,Finished,Village West
Apartment,1350000,3,2,145,No,4,Cash,Finished,New Cairo - El Tagamoa
Apartment,1250000,3,3,135,Unknown,2,Cash,Finished,Hadayek al-Ahram
Apartment,2808000,3,2,156,No,1,Installment,Finished,Saba Pasha
Apartment,14500000,3,3,289,No,2,Installment,Finished,Mivida
Apartment,900000,3,2,131,No,3,Installment,Finished,Rehab City
Apartment,1500000,2,2,118,No,2,Cash or Installment,Semi Finished,Al Maqsad
Apartment,2160000,3,3,240,Unknown,12,Cash or Installment,Semi Finished,Sheikh Zayed
Duplex,3800000,5,5,530,No,12,Cash,Core & Shell,Hadayek al-Ahram
Apartment,4000000,3,3,160,No,4,Cash,Finished,Rehab City
Apartment,3900000,2,2,121,No,2,Cash,Finished,Beverly Hills
Apartment,1250000,3,3,155,Unknown,12,Cash,Finished,Hadayek al-Ahram
Apartment,2200000,3,2,200,No,2,Cash,Finished,Obour City
Apartment,3410000,3,2,157,No,2,Cash,Finished,Cairo Gate
Apartment,7090000,3,3,178,No,2,Installment,Finished,Badya Palm Hills
Apartment,3289394,1,1,69,Unknown,2,Installment,Finished,Monte Napoleon
Apartment,2890000,3,3,173,No,12,Cash or Installment,Not Finished,Palm Hills New Cairo
Apartment,4000000,3,3,160,Unknown,3,Cash,Core & Shell,Mountain View iCity
Apartment,3215000,3,3,164,No,12,Cash or Installment,Semi Finished,Madinaty
Apartment,1660000,3,3,175,Unknown,5,Cash or Installment,Semi Finished,6th of October
Apartment,2750000,3,2,169,No,12,Cash,Semi Finished,El Khamayel
Duplex,5500000,3,3,272,No,12,Cash,Unknown ,Mountain View - October Park
Apartment,390000,3,3,165,No,1,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,4400000,2,3,155,Unknown,12,Cash,Finished,New Cairo - El Tagamoa
Apartment,1500000,3,2,150,No,5,Cash,Finished,Sporting
Duplex,390000,2,1,170,No,5,Cash,Finished,Nakheel
Apartment,1700000,3,2,195,Unknown,3,Unknown,Finished,Badya Palm Hills
Apartment,750000,3,1,110,Unknown,10,Cash,Finished,Miami
Apartment,5500000,3,3,200,No,4,Cash,Unknown ,Madinaty
Apartment,2400000,3,2,220,No,12,Cash,Finished,6th of October
Apartment,1250000,3,2,220,No,2,Cash,Not Finished,Badr City
Apartment,580000,2,1,140,No,2,Cash or Installment,Unknown ,6th of October
Duplex,1500000,3,3,170,No,12,Cash or Installment,Finished,Badya Palm Hills
Apartment,3096000,3,2,144,Unknown,9,Unknown,Unknown ,Smoha
Duplex,1932720,3,2,163,No,2,Installment,Semi Finished,Shorouk City
Apartment,780000,2,1,75,Unknown,7,Cash,Finished,Miami
Apartment,2600000,3,2,200,Unknown,12,Cash or Installment,Core & Shell,Sheikh Zayed
Apartment,2850000,3,3,180,Unknown,2,Unknown,Unknown ,Shorouk City
Apartment,820000,3,2,160,No,2,Cash or Installment,Semi Finished,Heliopolis
Apartment,620000,3,2,106,No,12,Cash or Installment,Finished,Madinaty
Apartment,8500000,3,3,310,No,1,Cash,Finished,Saba Pasha
Apartment,2325000,3,2,150,Unknown,3,Installment,Semi Finished,New Capital City
Apartment,2250000,3,2,130,No,13,Cash,Finished,Sheikh Zayed
Apartment,770000,3,2,108,No,12,Installment,Finished,Madinaty
Duplex,740000,3,2,200,No,12,Cash or Installment,Unknown ,6th of October
Penthouse,12000000,3,3,215,Unknown,2,Cash,Unknown ,Lake view Residence
Apartment,6215000,3,3,165,No,12,Installment,Core & Shell,Mountain View iCity
Apartment,4192906,2,2,105,No,2,Cash or Installment,Unknown ,Mountain View iCity
Apartment,665000,3,2,103,No,3,Cash or Installment,Finished,Madinaty
Apartment,3500000,2,2,118,No,2,Cash,Finished,Smoha
Apartment,30000000,6,6,600,No,11,Cash,Finished,San Stefano
Apartment,3913000,3,3,161,No,2,Installment,Finished,Al Maqsad
Apartment,850000,3,1,150,No,10,Cash,Finished,Gesr Al Suez
Apartment,850000,3,1,90,No,11,Cash,Finished,Miami
Apartment,1350000,2,1,120,No,1,Cash,Finished,Gianaclis
Apartment,3800000,3,3,265,No,3,Cash,Finished,6th of October
Apartment,3200000,3,3,400,No,11,Cash,Core & Shell,Miami
Apartment,6200000,3,2,149,Unknown,4,Installment,Finished,Sheikh Zayed
Studio,2410000,1,1,62,No,1,Cash or Installment,Finished,Badya Palm Hills
Apartment,2550000,3,3,195,No,2,Installment,Semi Finished,Haptown
Apartment,2200000,3,2,230,Unknown,3,Unknown,Finished,Sheikh Zayed
Apartment,2250000,2,1,70,Unknown,12,Cash,Finished,Madinaty
Apartment,2000000,3,2,147,No,3,Installment,Core & Shell,New Capital City
Apartment,4700000,3,2,350,No,11,Cash,Finished,Gianaclis
Apartment,492673,3,3,125,No,3,Cash or Installment,Finished,Capital Heights 2
Apartment,560000,3,2,150,Unknown,12,Cash or Installment,Unknown ,Mountain View iCity
Apartment,6500000,3,3,188,Unknown,2,Unknown,Unknown ,Sky Condos Sodic
Apartment,3683000,4,3,225,No,1,Installment,Unknown ,The Loft
Duplex,14000000,3,3,265,Unknown,12,Unknown,Unknown ,Uptown Cairo
Apartment,4400000,3,3,200,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,1850000,3,1,140,Unknown,11,Cash,Finished,Cleopatra
Apartment,120000,3,1,85,No,5,Cash,Finished,Dekheila
Apartment,1300000,3,2,152,No,4,Cash,Core & Shell,New Cairo - El Tagamoa
Apartment,3250000,2,2,150,No,12,Cash,Finished,New Cairo - El Tagamoa
Apartment,2900000,1,2,80,Unknown,2,Cash or Installment,Unknown ,O West
Apartment,780000,2,1,80,No,2,Cash,Finished,Degla Palms
Apartment,1070000,3,2,127,No,5,Installment,Finished,Madinaty
Apartment,800000,3,2,202,No,5,Installment,Finished,Haram
Studio,3772680,1,1,60,Yes,5,Installment,Finished,6th of October
Apartment,5838304,2,1,123,No,12,Cash or Installment,Finished,Village West
Apartment,4200000,2,1,70,No,4,Installment,Unknown ,OIA
Apartment,2442393,3,2,131,No,4,Cash or Installment,Core & Shell,Yaru
Apartment,1172500,3,3,175,No,2,Cash or Installment,Unknown ,Hadayek 6th of October
Apartment,2797500,2,2,135,No,12,Cash,Semi Finished,Mountain View iCity
Apartment,1045000,3,2,177,Unknown,2,Cash or Installment,Finished,Badya Palm Hills
Apartment,355000,2,1,100,Unknown,3,Cash,Finished,Nakheel
Apartment,5600000,3,2,160,No,2,Cash,Finished,Mountain View Hyde Park
Apartment,1229250,3,2,149,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,3800000,3,2,140,Unknown,3,Cash or Installment,Unknown ,Sun Capital
Apartment,3100000,3,3,155,No,1,Cash,Semi Finished,Mountain View iCity
Apartment,5521000,3,2,150,No,3,Cash or Installment,Core & Shell,Mountain View iCity
Apartment,567000,4,3,194,No,3,Cash or Installment,Semi Finished,The Brooks
Apartment,3930909,4,3,199,No,3,Cash,Semi Finished,Rock Eden
Apartment,1900000,2,1,80,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,680000,3,3,200,Unknown,3,Cash or Installment,Unknown ,Galleria
Apartment,6200000,3,4,190,Unknown,1,Unknown,Unknown ,Capital Gardens
Apartment,780000,3,1,135,No,1,Cash,Not Finished,6th of October
Apartment,5700000,3,2,162,No,4,Cash,Finished,Rehab City
Studio,1274691,1,1,57,No,3,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,1720000,3,1,155,No,5,Cash,Finished,San Stefano
Apartment,2760000,2,2,90,No,1,Cash or Installment,Semi Finished,6th of October
Apartment,5400000,5,4,400,No,11,Cash,Finished,Zezenia
Duplex,4000000,4,4,450,No,12,Cash or Installment,Semi Finished,Isola
Apartment,700000,3,2,140,No,2,Cash or Installment,Not Finished,Badr City
Apartment,9133000,3,3,200,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,1675000,3,3,186,No,12,Cash or Installment,Core & Shell,Sheikh Zayed
Duplex,600000,4,2,240,No,12,Installment,Semi Finished,6th of October
Apartment,3300000,3,3,160,Unknown,2,Cash,Not Finished,New Cairo - El Tagamoa
Apartment,3450000,3,3,212,Unknown,12,Cash or Installment,Finished,Pyramids Hills
Apartment,2856000,3,3,170,No,5,Cash or Installment,Semi Finished,Miami
Apartment,550000,2,1,110,Unknown,5,Cash,Finished,Nakheel
Apartment,435000,3,1,120,No,9,Cash,Finished,Nakheel
Apartment,400000,3,1,120,No,3,Cash or Installment,Finished,Nakheel
Duplex,500000,4,3,360,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2500000,2,1,110,Unknown,5,Unknown,Unknown ,Maamoura
Apartment,3300000,2,3,155,No,12,Installment,Core & Shell,New Cairo - El Tagamoa
Apartment,750000,3,2,135,No,12,Installment,Not Finished,Badr City
Apartment,670000,2,1,116,No,2,Installment,Finished,Palm Hills New Cairo
Apartment,300000,2,1,64,Unknown,5,Cash,Unknown ,6th of October
Apartment,390000,2,1,130,No,2,Cash or Installment,Unknown ,Nakheel
Apartment,3145000,3,3,185,Unknown,4,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,2500000,3,2,160,No,2,Cash,Finished,El Khamayel
Duplex,10500000,4,3,222,Unknown,3,Unknown,Unknown ,Sheikh Zayed
Duplex,14807131,3,3,319,Unknown,2,Installment,Unknown ,Swan Lake
Apartment,3576000,3,2,149,No,2,Cash or Installment,Unknown ,Bolkly
Apartment,4600000,4,4,380,Yes,4,Cash,Finished,Mohandessin
Apartment,5049294,3,3,135,No,12,Cash or Installment,Finished,Kayan
Apartment,2847000,2,2,113,No,11,Cash,Finished,Smoha
Apartment,1300000,3,3,179,Unknown,12,Cash or Installment,Unknown ,Galleria Moon Valley
Apartment,2900000,3,2,130,No,1,Cash,Finished,Sheikh Zayed
Apartment,1885000,3,3,205,No,3,Cash,Semi Finished,6th of October
Apartment,400000,3,2,145,Unknown,2,Cash or Installment,Unknown ,Sun Capital
Apartment,300000,3,2,145,No,12,Cash or Installment,Finished,New Capital City
Apartment,4500000,3,3,175,No,12,Installment,Finished,Sheikh Zayed
Penthouse,11708000,4,4,200,Unknown,5,Cash or Installment,Finished,6th of October
Apartment,1180000,3,2,190,Unknown,2,Cash or Installment,Unknown ,Sun Capital
Apartment,2600000,2,2,160,Unknown,4,Cash,Finished,Smoha
Apartment,1400000,2,2,176,No,12,Cash or Installment,Finished,90 Avenue
Apartment,2860000,2,1,130,Unknown,5,Cash,Finished,Glim
Apartment,2500000,2,2,125,No,7,Cash,Finished,Sidi Beshr
Apartment,8213000,3,3,142,No,2,Cash or Installment,Semi Finished,VYE Sodic
Apartment,1719900,3,2,200,Unknown,1,Unknown,Unknown ,Sarayat El Kattameya
Apartment,1200000,3,2,177,Unknown,3,Cash or Installment,Unknown ,Hadayek 6th of October
Apartment,2900000,3,3,160,No,12,Cash,Semi Finished,Green Square
Apartment,1850000,3,1,125,No,7,Cash,Unknown ,Sidi Beshr
Studio,3500000,2,1,90,Unknown,12,Unknown,Finished,Village Gate
Apartment,4200000,2,2,120,No,2,Cash,Unknown ,Beverly Hills
Duplex,7200000,3,3,265,Unknown,12,Cash,Finished,Jayd
Apartment,3250000,4,3,240,Unknown,1,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,5800000,3,3,300,Unknown,13,Cash,Finished,Gianaclis
Apartment,3747000,2,1,114,No,3,Cash or Installment,Semi Finished,Taj City
Duplex,12000000,4,4,322,Unknown,12,Installment,Semi Finished,Sky Condos Sodic
Apartment,650000,3,3,166,Unknown,1,Cash or Installment,Unknown ,Galleria Moon Valley
Apartment,5700000,2,1,240,Unknown,6,Cash,Finished,Nakheel
Apartment,900000,2,2,81,No,12,Cash or Installment,Finished,Madinaty
Apartment,700000,3,1,120,No,3,Cash,Finished,6th of October
Apartment,3000000,3,2,245,No,1,Cash,Finished,Heliopolis
Apartment,1850000,3,2,175,No,4,Cash,Finished,6th of October
Apartment,500000,2,2,95,No,1,Cash or Installment,Finished,6th of October
Apartment,5000000,2,2,90,Unknown,3,Installment,Semi Finished,Bel Air - Sodic
Penthouse,3000000,3,3,215,No,2,Installment,Semi Finished,Sheikh Zayed
Apartment,380000,2,1,115,No,2,Cash or Installment,Unknown ,6th of October
Apartment,4103100,2,2,120,No,12,Cash or Installment,Semi Finished,EL Patio ORO
Apartment,750000,3,2,195,No,12,Installment,Finished,Sheikh Zayed
Apartment,4250000,3,2,210,Unknown,5,Cash,Unknown ,Smoha
Apartment,600000,3,3,170,Unknown,2,Cash or Installment,Unknown ,6th of October
Apartment,3700000,3,3,210,No,2,Cash,Unknown ,Smoha
Apartment,5250000,3,3,211,No,4,Cash,Finished,Madinaty
Apartment,2250000,3,2,150,Yes,11,Cash,Finished,Miami
Apartment,340000,3,1,125,No,4,Cash,Finished,Agami
Apartment,5100000,3,3,209,Unknown,1,Unknown,Unknown ,Odyssia
Duplex,8500000,3,4,305,No,13,Cash,Finished,Mountain View Hyde Park
