Type,Price,Price Category,Bedrooms,Bathrooms,Area,Area Category,Furnished,Level,Payment_Option,Delivery_Term,City
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,2,220,Greater Than Q3 (  200  ) ,No,5,Cash,Finished,6th of October
Apartment,1900000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,180,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Semi Finished,6th of October
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,119,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Finished,Rehab City
Apartment,2639000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,131,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,4700000,Greater Than Q3 ( 4100000 ) ,3,3,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Semi Finished,El Khamayel
Apartment,1950000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,200,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Finished,6th of October
Apartment,4700000,Greater Than Q3 ( 4100000 ) ,4,2,162,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Finished,Sheikh Zayed
Apartment,860000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Finished,Madinaty
Apartment,520000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,132,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Semi Finished,Taj City
Apartment,550000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,Nakheel
Apartment,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,800000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,Hadayek 6th of October
Apartment,530000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,80,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Not Finished,Degla Palms
Apartment,3100000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Semi Finished,The Waterway Compound
Apartment,2270000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,162,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Semi Finished,Laurent
Apartment,1675000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,186,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,6th of October
Apartment,5500000,Greater Than Q3 ( 4100000 ) ,3,3,193,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Installment,Core & Shell,Palm Hills New Cairo
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,168,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash,Semi Finished,Green Square
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,240,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Shorouk City
Apartment,5777621,Greater Than Q3 ( 4100000 ) ,3,3,215,Greater Than Q3 (  200  ) ,No,6,Cash or Installment,Semi Finished,The Loft
Apartment,750000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,195,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Installment,Finished,Haram
Apartment,687000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,106,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Finished,Madinaty
Apartment,5000000,Greater Than Q3 ( 4100000 ) ,3,3,270,Greater Than Q3 (  200  ) ,No,9,Cash,Finished,Stanley
Apartment,370000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,80,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,Masr al-Kadema
Apartment,400000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,80,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash,Finished,Agami
Apartment,4200000,Greater Than Q3 ( 4100000 ) ,4,2,360,Greater Than Q3 (  200  ) ,No,2,Cash,Finished,Roushdy
Apartment,7000000,Greater Than Q3 ( 4100000 ) ,3,3,225,Greater Than Q3 (  200  ) ,No,2,Cash,Finished,Midtown
Apartment,4900000,Greater Than Q3 ( 4100000 ) ,3,2,154,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Not Finished,Badya Palm Hills
Apartment,4350000,Greater Than Q3 ( 4100000 ) ,4,3,310,Greater Than Q3 (  200  ) ,No,9,Cash,Semi Finished,Saba Pasha
Apartment,2086500,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,197,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,4900000,Greater Than Q3 ( 4100000 ) ,3,3,245,Greater Than Q3 (  200  ) ,Yes,6,Cash,Finished,Smoha
Apartment,9500000,Greater Than Q3 ( 4100000 ) ,4,4,253,Greater Than Q3 (  200  ) ,No,3,Installment,Finished,Badya Palm Hills
Penthouse,56000000,Greater Than Q3 ( 4100000 ) ,4,5,518,Greater Than Q3 (  200  ) ,No,11,Cash or Installment,Finished,Aeon
Apartment,3022344,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,216,Greater Than Q3 (  200  ) ,No,7,Cash or Installment,Semi Finished,Venia
Apartment,4968179,Greater Than Q3 ( 4100000 ) ,3,3,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,1050000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash,Finished,El Fardous
Apartment,885000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,109,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Finished,Madinaty
Apartment,3236000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,172,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Installment,Semi Finished,Kenz
Apartment,441250,Less Than or Equal to Q1 ( 1200000 ) ,3,2,142,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash or Installment,Finished,Madinaty
Apartment,3600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,165,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Finished,6th of October
Apartment,1700000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Semi Finished,Sheikh Zayed
Apartment,6000000,Greater Than Q3 ( 4100000 ) ,3,3,220,Greater Than Q3 (  200  ) ,No,6,Cash,Finished,Camp Caesar
Apartment,8500000,Greater Than Q3 ( 4100000 ) ,2,1,132,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Finished,Palm Parks
Apartment,2800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash,Finished,El Ashgar District
Apartment,2900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,190,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Installment,Finished,New Capital City
Apartment,5407000,Greater Than Q3 ( 4100000 ) ,3,3,171,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Installment,Finished,Moharam Bik
Apartment,890000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,Yes,3,Cash,Finished,Faisal
Apartment,1805000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,190,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1732000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,116,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash or Installment,Finished,Sheikh Zayed
Apartment,1350000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,190,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Cash,Semi Finished,El Fardous
Apartment,4636000,Greater Than Q3 ( 4100000 ) ,4,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Finished,Madinaty
Apartment,380000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,90,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Agami
Apartment,3350000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,Madinaty
Duplex,7250000,Greater Than Q3 ( 4100000 ) ,3,3,300,Greater Than Q3 (  200  ) ,No,4,Cash,Semi Finished,Mountain View Hyde Park
Apartment,400000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,65,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash,Finished,Bahray - Anfoshy
Apartment,3900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,250,Greater Than Q3 (  200  ) ,No,11,Cash or Installment,Finished,Heliopolis
Apartment,1764000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,196,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,Sidi Beshr
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,220,Greater Than Q3 (  200  ) ,No,1,Cash,Finished,Nasr City
Apartment,1750000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,10,Cash,Finished,Moharam Bik
Duplex,6100000,Greater Than Q3 ( 4100000 ) ,3,4,350,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Core & Shell,New Capital City
Apartment,5500000,Greater Than Q3 ( 4100000 ) ,2,2,133,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Core & Shell,Galleria Moon Valley
Apartment,2900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,120,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,2400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,9,Cash,Finished,Al Ibrahimiyyah
Apartment,4700000,Greater Than Q3 ( 4100000 ) ,3,3,240,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Not Finished,Joulz
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,196,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Finished,Sheikh Zayed
Apartment,250000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,80,Less Than or Equal to Q1 ( 127  ) ,No,8,Cash,Finished,Agami
Apartment,4400000,Greater Than Q3 ( 4100000 ) ,3,3,163,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,2850000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Finished,El Khamayel
Apartment,1300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1700000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,6th of October
Apartment,1634000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,172,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Studio,570000,Less Than or Equal to Q1 ( 1200000 ) ,1,1,60,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Finished,Madinaty
Penthouse,5800000,Greater Than Q3 ( 4100000 ) ,5,3,448,Greater Than Q3 (  200  ) ,No,4,Cash,Finished,6th of October
Apartment,290000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,110,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash,Finished,Nakheel
Apartment,2640000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,240,Greater Than Q3 (  200  ) ,No,10,Cash,Finished,Azarita
Apartment,1900000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,180,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Semi Finished,6th of October
Apartment,7500000,Greater Than Q3 ( 4100000 ) ,3,3,250,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,Madinaty
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,7,Cash or Installment,Finished,Heliopolis
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,1,96,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Finished,Madinaty
Apartment,700000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,70,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash,Finished,New Cairo - El Tagamoa
Apartment,900000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,158,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash,Semi Finished,De Joya
Apartment,4060000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash or Installment,Finished,Moharam Bik
Duplex,1000000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,189,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,New Capital City
Apartment,1525000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,6th of October
Apartment,3750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,227,Greater Than Q3 (  200  ) ,No,11,Cash,Finished,Glim
Apartment,3872000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,260,Greater Than Q3 (  200  ) ,No,5,Cash or Installment,Core & Shell,The Loft
Apartment,1950000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Finished,Haram
Apartment,650000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Finished,Haram
Apartment,3300000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,131,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Installment,Semi Finished,Sheraton
Apartment,2800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,156,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,Kenz
Duplex,6672000,Greater Than Q3 ( 4100000 ) ,3,3,175,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,143,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Finished,Madinaty
Apartment,2971557,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,215,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,New Capital City
Apartment,5000000,Greater Than Q3 ( 4100000 ) ,2,2,157,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Semi Finished,October Plaza Sodic
Apartment,3400000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Finished,Madinaty
Duplex,6050000,Greater Than Q3 ( 4100000 ) ,3,3,272,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,ABHA
Apartment,2935000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,152,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Semi Finished,Zizinia El Mostakbal
Apartment,2010486,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,119,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash or Installment,Semi Finished,Ashgar City
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,240,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3300000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,116,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Madinaty
Apartment,1738000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,158,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Core & Shell,Sheikh Zayed
Apartment,2900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash or Installment,Semi Finished,The Icon Residence
Apartment,1550000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,650000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash or Installment,Finished,Nakheel
Apartment,7200000,Greater Than Q3 ( 4100000 ) ,2,1,131,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash or Installment,Finished,Palm Parks
Apartment,1750000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Installment,Semi Finished,Mountain View iCity
Apartment,1850000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,3,142,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Not Finished,Badya Palm Hills
Apartment,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,167,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Kardia
Apartment,2058000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,196,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Semi Finished,6th of October
Apartment,1832000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,115,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Not Finished,Mountain View iCity
Apartment,450000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash or Installment,Semi Finished,Faisal
Apartment,1992800,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,99,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash or Installment,Semi Finished,Maadi
Apartment,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,220,Greater Than Q3 (  200  ) ,No,2,Cash,Finished,Smoha
Apartment,900000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,156,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,600000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Not Finished,Pyramids Hills
Apartment,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,119,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash,Finished,Rehab City
Apartment,406000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,78,Less Than or Equal to Q1 ( 127  ) ,No,2,Installment,Finished,Madinaty
Apartment,6500000,Greater Than Q3 ( 4100000 ) ,4,3,300,Greater Than Q3 (  200  ) ,No,11,Cash,Finished,Roushdy
Apartment,2800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,11,Cash,Finished,Laurent
Apartment,1250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,265,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Kenz
Apartment,5055288,Greater Than Q3 ( 4100000 ) ,3,3,176,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Core & Shell,Vinci
Apartment,1636000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,123,Less Than or Equal to Q1 ( 127  ) ,No,6,Cash or Installment,Semi Finished,Zahraa Al Maadi
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,91,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Finished,Sheikh Zayed
Apartment,2640000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,240,Greater Than Q3 (  200  ) ,No,9,Cash,Finished,Smoha
Apartment,2550000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,240,Greater Than Q3 (  200  ) ,No,1,Cash,Semi Finished,Sheikh Zayed
Apartment,275000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,90,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,Agami
Apartment,750000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,125,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Miami
Penthouse,1884000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,105,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Finished,Hadayek 6th of October
Apartment,5070000,Greater Than Q3 ( 4100000 ) ,3,3,169,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3300000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,200,Between Q2(  160  )  and Q3 (  200  ) ,No,11,Cash,Finished,Mandara
Apartment,1916500,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,173,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,1990200,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,93,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2184000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,9,Cash,Finished,Smoha
Apartment,3850000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,220,Greater Than Q3 (  200  ) ,No,3,Cash,Finished,Laurent
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,225,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,6th of October
Apartment,1523000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,3,124,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Semi Finished,New Capital City
Apartment,5000000,Greater Than Q3 ( 4100000 ) ,2,3,157,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Not Finished,October Plaza Sodic
Duplex,1680000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,280,Greater Than Q3 (  200  ) ,No,12,Installment,Semi Finished,6th of October
Apartment,430000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,128,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Not Finished,Taj City
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,6,Cash,Finished,Al Hadrah
Apartment,6000000,Greater Than Q3 ( 4100000 ) ,5,5,300,Greater Than Q3 (  200  ) ,No,4,Cash,Finished,Heliopolis
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,220,Greater Than Q3 (  200  ) ,No,1,Cash,Finished,Shorouk City
Apartment,1050000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,120,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash,Finished,6th of October
Apartment,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,119,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Semi Finished,Ashgar City
Apartment,4044180,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,4,175,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,Taj City
Apartment,2400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,192,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Semi Finished,Smoha
Apartment,8500000,Greater Than Q3 ( 4100000 ) ,3,3,315,Greater Than Q3 (  200  ) ,No,8,Cash,Finished,Glim
Apartment,1050000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Cash,Semi Finished,6th of October
Apartment,800000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,70,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Finished,New Cairo - El Tagamoa
Apartment,290000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,100,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Semi Finished,Ashgar City
Apartment,3650000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,190,Between Q2(  160  )  and Q3 (  200  ) ,Yes,10,Cash,Finished,Sidi Beshr
Duplex,2250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,240,Greater Than Q3 (  200  ) ,Yes,12,Cash or Installment,Finished,Trio Gardens
Apartment,790000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,171,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,Badya Palm Hills
Apartment,1050000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,185,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash,Finished,Hadayek al-Ahram
Apartment,2900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,1,2,80,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,360000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash or Installment,Finished,Nakheel
Apartment,700000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,98,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Finished,Hadayek al-Ahram
Apartment,1510000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,92,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Finished,Rehab City
